Nama Jalan,Latitude,Longtitude,Lajur,Waktu,Hari,Tanggal,MOTOR,MOBIL,BUS/TRUK,JUMLAH,HEADWAY(s),GAP(s),85 P SPEED (Km/Jam),AVG. SPEED (Km/Jam),OCCUPANCY (%),LEBAR JALAN (m),PANJANG ANTRIAN (m)
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,RABU,06-04-2022 12:00,577,174,49,800,0.62,1.50,39.75,36.44,25.79,14,150
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,JUMAT,15-04-2022 12:00,83,65,36,184,11.27,17.83,50.25,26.94,25.75,7.2,150
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,868,557,50,1475,0.37,2.47,45.75,37.06,25.72,21,150
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,202,577,565,1344,2.72,4.90,74.00,32.06,25.72,22,150
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,219,306,61,586,6.10,7.52,32.75,20.81,25.72,21,150
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,JUMAT,29-04-2022 16:00,656,781,131,1568,0.14,3.01,41.25,26.00,25.71,12.5,150
SP. PASTEUR,-6.892133857,107.5811173,Lurus,PAGI,MINGGU,24-04-2022 16:00,114,308,37,459,4.73,6.45,47.50,29.38,25.68,14,150
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,196,600,221,1017,1.28,4.26,45.00,24.19,25.63,7.2,150
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,KAMIS,28-04-2022 12:00,554,283,25,862,1.19,5.12,64.25,33.25,25.60,14,150
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SORE,SELASA,12-04-2022 16:00,89,483,100,672,1.64,16.27,64.25,40.81,25.59,14,150
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,188,501,42,731,3.18,5.32,31.50,20.27,25.53,14,150
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,KAMIS,28-04-2022 16:00,1077,274,256,1607,1.40,2.55,114.25,84.69,25.52,9.5,150
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,124,98,47,269,1.30,6.56,35.00,22.50,25.52,7.2,150
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,JUMAT,15-04-2022 12:00,327,118,19,464,2.55,5.08,39.00,32.62,25.49,14,150
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,JUMAT,15-04-2022 07:00,215,157,90,462,8.40,13.16,44.25,30.31,25.48,14,150
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,KAMIS,28-04-2022 07:00,1054,308,306,1668,0.79,1.32,129.00,105.00,25.46,9.5,150
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,JUMAT,08-04-2022 16:00,755,382,96,1233,1.21,3.25,46.75,38.12,25.45,6,150
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,946,351,181,1478,1.81,3.21,46.50,34.88,25.36,9.5,150
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,227,313,234,774,2.51,5.99,58.75,25.19,25.36,7.2,150
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,JUMAT,15-04-2022 07:00,554,455,339,1348,1.09,2.40,142.00,85.00,25.35,9.5,150
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,SABTU,16-04-2022 12:00,739,374,342,1455,1.36,1.64,122.50,93.12,25.33,9.5,150
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,252,161,229,642,3.48,6.93,34.50,15.75,25.32,7.2,150
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SIANG,KAMIS,21-04-2022 12:00,153,81,41,275,3.81,9.60,50.75,27.56,25.24,7.2,150
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,396,48,16,460,4.79,8.31,35.50,21.88,25.20,7.2,150
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,RABU,27-04-2022 16:00,1081,312,326,1719,0.29,1.07,114.50,89.25,25.18,9.5,150
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,901,378,143,1422,0.54,1.71,43.75,27.25,25.17,12.5,150
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,JUMAT,29-04-2022 12:00,1047,584,124,1755,0.16,1.93,50.50,40.00,25.16,21,150
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,PAGI,MINGGU,17-04-2022 07:00,1156,428,88,1672,0.90,2.02,42.75,32.75,25.08,6,150
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,MINGGU,03-04-2022 12:00,114,46,8,168,2.72,15.90,33.25,20.75,25.02,7.2,150
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,RABU,13-04-2022 16:00,517,189,16,722,0.56,4.53,73.50,53.44,25.00,14,150
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,PAGI,SABTU,09-04-2022 7:00,254,496,566,1316,3.19,5.27,28.75,13.38,25.00,21,150
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,MINGGU,17-04-2022 12:00,506,513,82,1101,0.74,1.86,47.00,34.62,24.98,6,150
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,JUMAT,01-04-2022 7:00,634,137,41,812,0.78,1.81,40.00,33.50,24.92,14,150
SP. PASIR KALIKI,-6.900525,107.597353,Belok kiri,SORE,SABTU,23-04-2022 16:00,538,573,113,1224,0.66,1.81,101.00,64.56,24.90,14,150
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,JUMAT,15-04-2022 12:00,186,205,113,504,2.96,10.84,48.25,19.38,24.75,7.2,140
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,412,425,86,923,1.48,2.15,46.75,34.75,24.71,6,140
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,KAMIS,28-04-2022 07:00,680,347,59,1086,0.72,3.60,35.00,27.12,24.70,9.5,140
SP. M TOHA,-6.948332,107.609386,Belok kiri,SIANG,RABU,20-04-2022 12:00,390,238,78,706,1.17,3.82,39.50,34.50,24.69,12.5,140
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,PAGI,SABTU,30-04-2022 07:00,320,595,338,1253,11.22,12.37,28.75,21.62,24.67,21,140
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SIANG,MINGGU,24-04-2022 07:00,209,101,21,331,2.45,4.30,53.00,27.31,24.60,7.2,140
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,JUMAT,29-04-2022 07:00,220,54,9,283,2.58,7.98,44.75,26.75,24.60,7.2,140
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,KAMIS,14-04-2022 07:00,641,123,25,789,1.77,3.50,42.00,38.62,24.57,14,140
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,KAMIS,07-04-2022 7:00,1075,331,335,1741,1.28,1.79,134.00,111.06,24.53,9.5,140
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,157,772,174,1103,1.01,2.99,42.25,17.88,24.48,7.2,140
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,491,882,193,1566,0.64,1.95,50.00,27.75,24.48,14,140
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SORE,JUMAT,22-04-2022 16:00,292,75,26,393,1.16,10.73,57.75,28.25,24.46,7.2,140
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SORE,SELASA,19-04-2022 16:00,1053,325,339,1717,0.84,1.13,118.50,103.25,24.37,9.5,140
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SENIN,04-04-2022 7:00,1221,372,296,1889,0.89,1.32,123.25,105.62,24.36,9.5,140
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SORE,JUMAT,15-04-2022 16:00,495,157,156,808,1.49,2.07,62.25,43.38,24.31,6,140
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SORE,KAMIS,21-04-2022 16:00,1005,290,326,1621,0.84,1.47,117.25,97.06,24.30,9.5,140
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,MINGGU,10-04-2022 12:00,265,177,46,488,0.36,6.92,35.00,31.62,24.18,12.5,140
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,PAGI,SABTU,30-04-2022 07:00,1598,490,100,2188,1.78,3.41,38.25,29.06,24.16,6,140
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SELASA,26-04-2022 07:00,1071,348,293,1712,0.51,0.79,128.75,105.12,24.10,9.5,140
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,SELASA,12-04-2022 12:00,618,524,214,1356,0.08,1.80,46.25,32.44,24.09,6,140
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,JUMAT,15-04-2022 16:00,210,229,36,475,4.15,9.77,40.75,36.81,24.03,12.5,140
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,SELASA,26-04-2022 07:00,398,631,73,1102,1.55,2.27,37.75,24.69,24.03,14,140
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SIANG,SABTU,30-04-2022 12:00,487,179,224,890,3.45,4.76,55.75,38.06,24.03,6,140
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,PAGI,JUMAT,15-04-2022 07:00,190,345,359,894,4.29,10.62,30.00,22.56,23.91,21,140
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SORE,JUMAT,08-04-2022 16:00,601,134,118,853,1.09,1.86,67.00,48.88,23.90,6,140
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,MINGGU,17-04-2022 07:00,278,157,50,485,1.53,5.80,40.00,35.94,23.79,12.5,130
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,RABU,06-04-2022 7:00,86,79,3,168,2.45,20.81,50.00,22.50,23.74,21,130
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,RABU,13-04-2022 07:00,902,432,27,1361,0.59,1.52,54.50,37.94,23.72,9.5,130
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SENIN,18-04-2022 16:00,1045,248,298,1591,0.46,1.00,117.50,98.19,23.69,9.5,130
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,JUMAT,01-04-2022 12:00,139,41,20,200,4.72,8.20,41.75,22.69,23.65,7.2,130
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,JUMAT,29-04-2022 07:00,529,245,47,821,1.37,3.94,35.50,25.12,23.52,9.5,130
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,JUMAT,29-04-2022 07:00,383,153,30,566,1.77,5.47,116.25,82.81,23.52,14,130
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,MINGGU,03-04-2022 16:00,145,623,109,877,2.11,2.95,39.25,20.19,23.49,7.2,130
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,SABTU,30-04-2022 12:00,302,198,51,551,2.08,6.35,38.00,34.62,23.42,12.5,130
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,PAGI,SABTU,23-04-2022 07:00,574,323,41,938,1.60,3.92,38.50,29.56,23.32,9.5,130
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,SENIN,18-04-2022 16:00,496,199,6,701,0.83,7.86,78.25,55.75,23.15,14,130
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SIANG,SENIN,04-04-2022 12:00,349,113,149,611,2.51,3.01,68.50,49.50,23.15,6,130
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SORE,KAMIS,28-04-2022 16:00,656,135,146,937,1.51,3.25,59.50,44.69,23.11,6,130
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,RABU,06-04-2022 7:00,668,116,24,808,1.53,4.91,40.50,39.81,23.10,14,130
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,104,133,78,315,4.52,6.66,49.50,27.38,23.08,14,130
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,SABTU,16-04-2022 12:00,381,581,82,1044,2.51,3.44,118.25,84.50,23.05,14,130
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS KIRI,PAGI,MINGGU,17-04-2022 07:00,453,562,95,1110,1.15,2.36,62.50,38.75,23.03,14,130
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,SABTU,30-04-2022 07:00,243,365,64,672,1.89,4.08,37.50,21.75,22.99,14,130
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SIANG,MINGGU,24-04-2022 07:00,231,77,17,325,5.74,9.31,38.50,21.75,22.96,7.2,130
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,152,267,33,452,6.77,8.38,55.00,35.81,22.93,14,130
SP. PASTEUR,-6.892133857,107.5811173,LURUS,PAGI,SABTU,30-04-2022 07:00,109,363,52,524,7.47,9.83,47.25,26.00,22.90,14,130
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,KAMIS,07-04-2022 7:00,723,118,43,884,0.63,2.28,42.00,37.81,22.87,14,130
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SORE,JUMAT,22-04-2022 16:00,905,217,316,1438,0.87,2.10,113.25,81.88,22.80,9.5,130
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,127,170,46,343,2.33,7.66,41.75,24.31,22.77,14,120
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,SABTU,16-04-2022 16:00,500,693,112,1305,1.91,3.12,101.25,67.19,22.71,14,120
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,JUMAT,08-04-2022 12:00,342,370,113,825,1.69,5.57,32.25,23.94,22.68,9.5,120
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,SENIN,04-04-2022 12:00,428,297,85,810,1.22,4.06,40.00,33.75,22.61,12.5,120
SP. PASTEUR,-6.892133857,107.5811173,LURUS,PAGI,JUMAT,15-04-2022 07:00,102,297,65,464,2.96,4.67,48.75,34.12,22.59,14,120
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,606,345,144,1095,0.15,1.27,40.00,27.38,22.48,12.5,120
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,133,319,421,873,3.80,6.93,64.75,32.00,22.42,22,120
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SIANG,KAMIS,21-04-2022 12:00,632,295,399,1326,1.12,1.82,119.25,98.81,22.39,9.5,120
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SENIN,25-04-2022 16:00,904,287,291,1482,1.26,3.01,115.00,84.56,22.27,9.5,120
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,538,474,256,1268,3.38,4.55,39.00,31.88,22.24,9.5,120
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,JUMAT,08-04-2022 12:00,271,195,42,508,1.74,5.67,41.25,35.44,22.23,12.5,120
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,JUMAT,08-04-2022 12:00,380,117,2,499,1.56,6.76,95.75,59.50,22.20,14,120
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SIANG,SENIN,18-04-2022 12:00,331,117,167,615,2.23,3.81,65.50,40.19,22.20,6,120
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,MINGGU,17-04-2022 16:00,322,184,44,550,0.21,2.83,37.00,29.06,22.17,12.5,120
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,206,351,99,656,0.91,5.38,51.00,27.12,22.07,7.2,120
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SABTU,02-04-2022 12:00,298,62,11,371,1.96,6.38,37.75,23.88,22.05,7.2,120
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,KAMIS,07-04-2022 7:00,88,10,3,101,15.99,63.70,50.50,17.25,22.03,21,120
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,SENIN,18-04-2022 12:00,492,294,77,863,0.31,4.48,40.00,33.19,22.02,12.5,120
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,RABU,06-04-2022 12:00,161,63,15,239,4.88,8.96,56.75,32.50,22.01,7.2,120
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SENIN,18-04-2022 07:00,1262,330,304,1896,0.54,1.01,122.50,101.19,21.99,9.5,120
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,297,377,98,772,0.89,1.72,40.00,19.44,21.99,14,120
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,SELASA,26-04-2022 07:00,248,85,28,361,2.42,5.83,50.00,33.19,21.97,7.2,120
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,326,344,179,849,2.93,4.73,41.50,20.06,21.84,7.2,120
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,KAMIS,14-04-2022 07:00,1130,314,276,1720,1.16,1.77,127.25,110.31,21.78,9.5,110
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,MINGGU,03-04-2022 7:00,528,251,93,872,1.00,2.87,43.00,31.56,21.66,9.5,110
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,JUMAT,22-04-2022 12:00,136,486,150,772,2.56,4.40,46.25,20.81,21.64,7.2,110
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,MINGGU,10-04-2022 12:00,514,236,190,940,2.22,2.78,128.50,110.75,21.56,9.5,110
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SORE,MINGGU,03-04-2022 16:00,89,99,16,204,4.21,9.47,59.00,28.00,21.50,14,110
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,SORE,SELASA,19-04-2022 16:00,625,283,12,920,1.58,6.10,76.25,40.00,21.44,14,110
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,267,342,47,656,4.14,5.00,36.00,24.44,21.43,14,110
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,127,334,89,550,2.91,7.40,51.75,25.00,21.27,7.2,110
SP. M TOHA,-6.948332,107.609386,Belok kiri,SIANG,SELASA,19-04-2022 12:00,367,194,37,598,0.49,3.50,39.00,32.50,21.26,12.5,110
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,JUMAT,15-04-2022 12:00,264,501,230,995,2.21,5.63,27.50,20.75,21.26,21,110
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,MINGGU,10-04-2022 7:00,416,482,328,1226,1.19,2.68,142.75,83.56,21.22,9.5,110
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,SABTU,09-04-2022 12:00,146,84,30,260,13.11,15.55,51.00,31.75,21.06,7.2,110
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,PAGI,JUMAT,22-04-2022 07:00,591,150,7,748,0.61,2.88,105.25,70.56,21.06,14,110
SP. UJUNG BERUNG,-6.914068,107.699412,Belok kiri,SIANG,SABTU,23-04-2022 12:00,436,233,301,970,2.35,5.92,48.00,30.38,21.05,6,110
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,RABU,13-04-2022 07:00,1078,300,305,1683,0.85,1.44,134.00,111.00,20.91,9.5,110
SP. CIBEREUM,-6.917224,107.574382,Lurus kanan,SORE,JUMAT,22-04-2022 16:00,703,436,258,1397,0.33,1.32,43.00,27.81,20.84,9.5,110
SP. M TOHA,-6.948332,107.609386,Belok kiri,SIANG,MINGGU,24-04-2022 07:00,337,300,42,679,0.89,1.91,37.25,35.56,20.81,12.5,110
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,MINGGU,17-04-2022 12:00,133,91,2,226,6.61,21.79,43.50,25.19,20.80,7.2,110
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,PAGI,RABU,20-04-2022 07:00,721,128,59,908,0.73,3.13,42.50,36.88,20.74,14,100
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,JUMAT,15-04-2022 12:00,775,549,62,1386,1.74,3.30,46.25,35.94,20.68,21,100
SP. PASIR KALIKI,-6.900525,107.597353,BELOK KIRI,SORE,MINGGU,17-04-2022 16:00,440,533,45,1018,6.17,7.19,131.00,99.88,20.64,14,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kiri,SIANG,MINGGU,24-04-2022 12:00,565,197,62,824,0.23,2.41,36.75,30.88,20.63,14,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,JUMAT,29-04-2022 07:00,372,56,11,439,2.84,6.83,40.00,37.88,20.63,14,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,JUMAT,15-04-2022 16:00,745,255,245,1245,0.78,1.93,116.00,101.81,20.54,9.5,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,RABU,13-04-2022 16:00,982,301,353,1636,1.15,1.74,118.75,105.62,20.51,9.5,100
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,JUMAT,29-04-2022 12:00,134,229,76,439,9.35,12.44,51.25,27.19,20.50,7.2,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,MINGGU,10-04-2022 12:00,35,418,14,467,3.96,152.22,62.00,38.12,20.40,14,100
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,JUMAT,08-04-2022 12:00,124,128,131,383,4.72,6.14,57.00,27.38,20.39,7.2,100
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SIANG,JUMAT,22-04-2022 12:00,519,251,288,1058,1.26,2.70,126.50,103.44,20.33,9.5,100
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,499,450,120,1069,2.32,3.72,48.00,36.62,20.26,6,100
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SABTU,09-04-2022 7:00,726,550,461,1737,2.30,3.12,143.75,73.31,20.25,9.5,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,PAGI,KAMIS,07-04-2022 7:00,187,576,76,839,0.91,7.70,90.00,56.81,20.24,14,100
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SABTU,16-04-2022 16:00,514,250,56,820,0.85,2.84,39.50,34.81,20.08,12.5,100
SP. PASIR KALIKI,-6.900525,107.597353,Belok kiri,SORE,SELASA,19-04-2022 16:00,590,558,76,1224,4.65,5.33,122.25,105.69,20.08,14,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,MINGGU,03-04-2022 12:00,256,175,30,461,3.01,8.52,39.50,31.94,20.06,9.5,100
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,MINGGU,17-04-2022 07:00,448,436,295,1179,3.74,4.16,147.25,83.88,20.06,9.5,100
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,KAMIS,07-04-2022 12:00,161,103,29,293,17.28,24.72,49.00,31.31,20.06,7.2,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,JUMAT,08-04-2022 7:00,1110,365,338,1813,0.84,1.25,131.50,117.88,20.05,9.5,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SENIN,04-04-2022 16:00,1154,275,300,1729,1.17,2.02,118.75,79.88,20.00,9.5,100
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,KAMIS,14-04-2022 07:00,958,355,113,1426,1.72,2.83,35.00,30.25,20.00,9.5,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SORE,SELASA,05-04-2022 16:00,1048,270,362,1680,0.56,1.80,108.75,92.50,19.98,9.5,100
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,SORE,KAMIS,07-04-2022 16:00,826,589,173,1588,0.99,1.86,43.25,30.62,19.98,6,100
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SENIN,25-04-2022 07:00,1104,320,314,1738,1.35,2.51,124.75,103.75,19.97,9.5,100
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,SABTU,30-04-2022 07:00,322,178,29,529,1.72,6.04,40.00,37.31,19.90,12.5,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,JUMAT,08-04-2022 12:00,384,93,24,501,1.07,2.69,39.75,35.44,19.87,14,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,SELASA,12-04-2022 12:00,487,190,25,702,2.71,3.74,76.25,48.56,19.83,14,100
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,SABTU,30-04-2022 12:00,539,136,31,706,0.85,4.07,38.50,32.62,19.80,14,100
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,PAGI,SENIN,04-04-2022 7:00,1000,399,102,1501,0.67,1.94,36.25,29.75,19.78,9.5,90
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,SENIN,18-04-2022 16:00,915,485,233,1633,1.20,2.45,38.25,30.81,19.78,9.5,90
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,SABTU,02-04-2022 12:00,643,154,51,848,1.45,5.48,39.75,34.06,19.71,14,90
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,PAGI,SENIN,25-04-2022 07:00,587,154,15,756,0.60,3.19,109.50,83.38,19.64,14,90
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,JUMAT,29-04-2022 07:00,809,257,235,1301,1.41,2.11,137.75,104.31,19.60,9.5,90
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SORE,SABTU,30-04-2022 16:00,99,439,7,545,4.71,11.50,71.75,40.06,19.49,14,90
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,514,591,35,1140,1.28,1.93,39.25,28.00,19.49,14,90
